id,Var.1,week,cases,year,maxt,mint,rain,soil,rh,mintl0,mintl1,mintl2,mintl3,mintl4,mintl5,mintl6,mintl7,mintl8,mintl9,rainl0,rainl1,rainl2,rainl3,rainl4,rainl5,rainl6,rainl7,rainl8,rainl9,maxtl0,maxtl1,maxtl2,maxtl3,maxtl4,maxtl5,maxtl6,maxtl7,maxtl8,maxtl9,soill0,soill1,soill2,soill3,soill4,soill5,soill6,soill7,soill8,soill9,rhl0,rhl1,rhl2,rhl3,rhl4,rhl5,rhl6,rhl7,rhl8,rhl9
298,X2015.37,38,21,2015,30.46993452,22.59440848,88.51937046,41.50071317,81.57645778,22.59440848,22.65565044,22.66190194,22.72372127,22.86632359,23.08246962,22.87341439,22.97791946,22.96149276,23.89752891,88.51937046,54.69128329,22.17191283,29.88014528,17.362954,37.09709443,44.67070218,65.46125908,70.42033898,42.11985472,30.46993452,31.969345,32.37078154,30.8922473,31.69613271,30.69399307,29.7091658,29.9671984,30.19026028,31.23800612,41.50071317,37.14745912,30.11259412,30.00305047,25.82085626,28.91574829,36.32952183,31.00987259,29.64460296,28.52128339,81.57645778,81.00479135,73.90945238,76.57794086,72.18414166,79.4176984,81.40489217,76.67607417,76.88656909,75.37663176
299,X2015.38,39,0,2015,32.93443782,21.98351803,0.766101695,28.21413986,67.23580449,21.98351803,22.59440848,22.65565044,22.66190194,22.72372127,22.86632359,23.08246962,22.87341439,22.97791946,22.96149276,0.766101695,88.51937046,54.69128329,22.17191283,29.88014528,17.362954,37.09709443,44.67070218,65.46125908,70.42033898,32.93443782,30.46993452,31.969345,32.37078154,30.8922473,31.69613271,30.69399307,29.7091658,29.9671984,30.19026028,28.21413986,41.50071317,37.14745912,30.11259412,30.00305047,25.82085626,28.91574829,36.32952183,31.00987259,29.64460296,67.23580449,81.57645778,81.00479135,73.90945238,76.57794086,72.18414166,79.4176984,81.40489217,76.67607417,76.88656909
300,X2015.39,40,15,2015,33.71581444,22.25724177,24.81162228,29.50918533,69.00093764,22.25724177,21.98351803,22.59440848,22.65565044,22.66190194,22.72372127,22.86632359,23.08246962,22.87341439,22.97791946,24.81162228,0.766101695,88.51937046,54.69128329,22.17191283,29.88014528,17.362954,37.09709443,44.67070218,65.46125908,33.71581444,32.93443782,30.46993452,31.969345,32.37078154,30.8922473,31.69613271,30.69399307,29.7091658,29.9671984,29.50918533,28.21413986,41.50071317,37.14745912,30.11259412,30.00305047,25.82085626,28.91574829,36.32952183,31.00987259,69.00093764,67.23580449,81.57645778,81.00479135,73.90945238,76.57794086,72.18414166,79.4176984,81.40489217,76.67607417
301,X2015.40,41,0,2015,34.75696178,21.7542628,4.525423729,24.74577257,58.63020841,21.7542628,22.25724177,21.98351803,22.59440848,22.65565044,22.66190194,22.72372127,22.86632359,23.08246962,22.87341439,4.525423729,24.81162228,0.766101695,88.51937046,54.69128329,22.17191283,29.88014528,17.362954,37.09709443,44.67070218,34.75696178,33.71581444,32.93443782,30.46993452,31.969345,32.37078154,30.8922473,31.69613271,30.69399307,29.7091658,24.74577257,29.50918533,28.21413986,41.50071317,37.14745912,30.11259412,30.00305047,25.82085626,28.91574829,36.32952183,58.63020841,69.00093764,67.23580449,81.57645778,81.00479135,73.90945238,76.57794086,72.18414166,79.4176984,81.40489217
302,X2015.41,42,18,2015,35.21381256,21.52554656,0.242130751,20.9126376,54.8888921,21.52554656,21.7542628,22.25724177,21.98351803,22.59440848,22.65565044,22.66190194,22.72372127,22.86632359,23.08246962,0.242130751,4.525423729,24.81162228,0.766101695,88.51937046,54.69128329,22.17191283,29.88014528,17.362954,37.09709443,35.21381256,34.75696178,33.71581444,32.93443782,30.46993452,31.969345,32.37078154,30.8922473,31.69613271,30.69399307,20.9126376,24.74577257,29.50918533,28.21413986,41.50071317,37.14745912,30.11259412,30.00305047,25.82085626,28.91574829,54.8888921,58.63020841,69.00093764,67.23580449,81.57645778,81.00479135,73.90945238,76.57794086,72.18414166,79.4176984
303,X2015.42,43,0,2015,34.39345358,21.55344985,1.028813559,19.15772978,55.20774862,21.55344985,21.52554656,21.7542628,22.25724177,21.98351803,22.59440848,22.65565044,22.66190194,22.72372127,22.86632359,1.028813559,0.242130751,4.525423729,24.81162228,0.766101695,88.51937046,54.69128329,22.17191283,29.88014528,17.362954,34.39345358,35.21381256,34.75696178,33.71581444,32.93443782,30.46993452,31.969345,32.37078154,30.8922473,31.69613271,19.15772978,20.9126376,24.74577257,29.50918533,28.21413986,41.50071317,37.14745912,30.11259412,30.00305047,25.82085626,55.20774862,54.8888921,58.63020841,69.00093764,67.23580449,81.57645778,81.00479135,73.90945238,76.57794086,72.18414166
304,X2015.43,44,0,2015,32.55702903,20.10933243,2.12590799,18.68153319,58.4721879,20.10933243,21.55344985,21.52554656,21.7542628,22.25724177,21.98351803,22.59440848,22.65565044,22.66190194,22.72372127,2.12590799,1.028813559,0.242130751,4.525423729,24.81162228,0.766101695,88.51937046,54.69128329,22.17191283,29.88014528,32.55702903,34.39345358,35.21381256,34.75696178,33.71581444,32.93443782,30.46993452,31.969345,32.37078154,30.8922473,18.68153319,19.15772978,20.9126376,24.74577257,29.50918533,28.21413986,41.50071317,37.14745912,30.11259412,30.00305047,58.4721879,55.20774862,54.8888921,58.63020841,69.00093764,67.23580449,81.57645778,81.00479135,73.90945238,76.57794086
305,X2015.44,45,0,2015,33.24446147,19.58899753,0.297094431,17.73580595,50.68552939,19.58899753,20.10933243,21.55344985,21.52554656,21.7542628,22.25724177,21.98351803,22.59440848,22.65565044,22.66190194,0.297094431,2.12590799,1.028813559,0.242130751,4.525423729,24.81162228,0.766101695,88.51937046,54.69128329,22.17191283,33.24446147,32.55702903,34.39345358,35.21381256,34.75696178,33.71581444,32.93443782,30.46993452,31.969345,32.37078154,17.73580595,18.68153319,19.15772978,20.9126376,24.74577257,29.50918533,28.21413986,41.50071317,37.14745912,30.11259412,50.68552939,58.4721879,55.20774862,54.8888921,58.63020841,69.00093764,67.23580449,81.57645778,81.00479135,73.90945238
306,X2015.45,46,0,2015,33.01203974,17.740476,0,16.61492576,50.6777064,17.740476,19.58899753,20.10933243,21.55344985,21.52554656,21.7542628,22.25724177,21.98351803,22.59440848,22.65565044,0,0.297094431,2.12590799,1.028813559,0.242130751,4.525423729,24.81162228,0.766101695,88.51937046,54.69128329,33.01203974,33.24446147,32.55702903,34.39345358,35.21381256,34.75696178,33.71581444,32.93443782,30.46993452,31.969345,16.61492576,17.73580595,18.68153319,19.15772978,20.9126376,24.74577257,29.50918533,28.21413986,41.50071317,37.14745912,50.6777064,50.68552939,58.4721879,55.20774862,54.8888921,58.63020841,69.00093764,67.23580449,81.57645778,81.00479135
307,X2015.46,47,0,2015,31.53534838,19.20180362,9.118644068,19.16553405,59.39929714,19.20180362,17.740476,19.58899753,20.10933243,21.55344985,21.52554656,21.7542628,22.25724177,21.98351803,22.59440848,9.118644068,0,0.297094431,2.12590799,1.028813559,0.242130751,4.525423729,24.81162228,0.766101695,88.51937046,31.53534838,33.01203974,33.24446147,32.55702903,34.39345358,35.21381256,34.75696178,33.71581444,32.93443782,30.46993452,19.16553405,16.61492576,17.73580595,18.68153319,19.15772978,20.9126376,24.74577257,29.50918533,28.21413986,41.50071317,59.39929714,50.6777064,50.68552939,58.4721879,55.20774862,54.8888921,58.63020841,69.00093764,67.23580449,81.57645778
308,X2015.47,48,13,2015,32.39677908,18.7556911,0.020581114,17.34464626,57.52919255,18.7556911,19.20180362,17.740476,19.58899753,20.10933243,21.55344985,21.52554656,21.7542628,22.25724177,21.98351803,0.020581114,9.118644068,0,0.297094431,2.12590799,1.028813559,0.242130751,4.525423729,24.81162228,0.766101695,32.39677908,31.53534838,33.01203974,33.24446147,32.55702903,34.39345358,35.21381256,34.75696178,33.71581444,32.93443782,17.34464626,19.16553405,16.61492576,17.73580595,18.68153319,19.15772978,20.9126376,24.74577257,29.50918533,28.21413986,57.52919255,59.39929714,50.6777064,50.68552939,58.4721879,55.20774862,54.8888921,58.63020841,69.00093764,67.23580449
309,X2015.48,49,0,2015,31.89547204,16.22003242,0.111622276,15.98675628,51.93618738,16.22003242,18.7556911,19.20180362,17.740476,19.58899753,20.10933243,21.55344985,21.52554656,21.7542628,22.25724177,0.111622276,0.020581114,9.118644068,0,0.297094431,2.12590799,1.028813559,0.242130751,4.525423729,24.81162228,31.89547204,32.39677908,31.53534838,33.01203974,33.24446147,32.55702903,34.39345358,35.21381256,34.75696178,33.71581444,15.98675628,17.34464626,19.16553405,16.61492576,17.73580595,18.68153319,19.15772978,20.9126376,24.74577257,29.50918533,51.93618738,57.52919255,59.39929714,50.6777064,50.68552939,58.4721879,55.20774862,54.8888921,58.63020841,69.00093764
310,X2015.49,50,0,2015,31.63584607,17.40217925,0.014769976,13.79993786,52.50992881,17.40217925,16.22003242,18.7556911,19.20180362,17.740476,19.58899753,20.10933243,21.55344985,21.52554656,21.7542628,0.014769976,0.111622276,0.020581114,9.118644068,0,0.297094431,2.12590799,1.028813559,0.242130751,4.525423729,31.63584607,31.89547204,32.39677908,31.53534838,33.01203974,33.24446147,32.55702903,34.39345358,35.21381256,34.75696178,13.79993786,15.98675628,17.34464626,19.16553405,16.61492576,17.73580595,18.68153319,19.15772978,20.9126376,24.74577257,52.50992881,51.93618738,57.52919255,59.39929714,50.6777064,50.68552939,58.4721879,55.20774862,54.8888921,58.63020841
311,X2015.50,51,0,2015,30.50655727,15.99351121,0.133898305,12.0935295,50.54829322,15.99351121,17.40217925,16.22003242,18.7556911,19.20180362,17.740476,19.58899753,20.10933243,21.55344985,21.52554656,0.133898305,0.014769976,0.111622276,0.020581114,9.118644068,0,0.297094431,2.12590799,1.028813559,0.242130751,30.50655727,31.63584607,31.89547204,32.39677908,31.53534838,33.01203974,33.24446147,32.55702903,34.39345358,35.21381256,12.0935295,13.79993786,15.98675628,17.34464626,19.16553405,16.61492576,17.73580595,18.68153319,19.15772978,20.9126376,50.54829322,52.50992881,51.93618738,57.52919255,59.39929714,50.6777064,50.68552939,58.4721879,55.20774862,54.8888921
312,X2015.51,52,10,2015,30.71532792,12.65485645,0,10.49757774,40.66866416,12.65485645,15.99351121,17.40217925,16.22003242,18.7556911,19.20180362,17.740476,19.58899753,20.10933243,21.55344985,0,0.133898305,0.014769976,0.111622276,0.020581114,9.118644068,0,0.297094431,2.12590799,1.028813559,30.71532792,30.50655727,31.63584607,31.89547204,32.39677908,31.53534838,33.01203974,33.24446147,32.55702903,34.39345358,10.49757774,12.0935295,13.79993786,15.98675628,17.34464626,19.16553405,16.61492576,17.73580595,18.68153319,19.15772978,40.66866416,50.54829322,52.50992881,51.93618738,57.52919255,59.39929714,50.6777064,50.68552939,58.4721879,55.20774862
313,X2016,1,0,2016,31.84998817,14.32937548,0,10.31127144,46.80187733,14.32937548,12.65485645,15.99351121,17.40217925,16.22003242,18.7556911,19.20180362,17.740476,19.58899753,20.10933243,0,0,0.133898305,0.014769976,0.111622276,0.020581114,9.118644068,0,0.297094431,2.12590799,31.84998817,30.71532792,30.50655727,31.63584607,31.89547204,32.39677908,31.53534838,33.01203974,33.24446147,32.55702903,10.31127144,10.49757774,12.0935295,13.79993786,15.98675628,17.34464626,19.16553405,16.61492576,17.73580595,18.68153319,46.80187733,40.66866416,50.54829322,52.50992881,51.93618738,57.52919255,59.39929714,50.6777064,50.68552939,58.4721879
314,X2016.1,2,0,2016,30.92811942,14.09538877,0,8.798235782,48.33126906,14.09538877,14.32937548,12.65485645,15.99351121,17.40217925,16.22003242,18.7556911,19.20180362,17.740476,19.58899753,0,0,0,0.133898305,0.014769976,0.111622276,0.020581114,9.118644068,0,0.297094431,30.92811942,31.84998817,30.71532792,30.50655727,31.63584607,31.89547204,32.39677908,31.53534838,33.01203974,33.24446147,8.798235782,10.31127144,10.49757774,12.0935295,13.79993786,15.98675628,17.34464626,19.16553405,16.61492576,17.73580595,48.33126906,46.80187733,40.66866416,50.54829322,52.50992881,51.93618738,57.52919255,59.39929714,50.6777064,50.68552939
315,X2016.2,3,0,2016,28.63414543,14.67141546,0.459079903,8.382528441,52.15618742,14.67141546,14.09538877,14.32937548,12.65485645,15.99351121,17.40217925,16.22003242,18.7556911,19.20180362,17.740476,0.459079903,0,0,0,0.133898305,0.014769976,0.111622276,0.020581114,9.118644068,0,28.63414543,30.92811942,31.84998817,30.71532792,30.50655727,31.63584607,31.89547204,32.39677908,31.53534838,33.01203974,8.382528441,8.798235782,10.31127144,10.49757774,12.0935295,13.79993786,15.98675628,17.34464626,19.16553405,16.61492576,52.15618742,48.33126906,46.80187733,40.66866416,50.54829322,52.50992881,51.93618738,57.52919255,59.39929714,50.6777064
316,X2016.3,4,0,2016,30.7776378,12.74797473,0,7.151956056,44.24545258,12.74797473,14.67141546,14.09538877,14.32937548,12.65485645,15.99351121,17.40217925,16.22003242,18.7556911,19.20180362,0,0.459079903,0,0,0,0.133898305,0.014769976,0.111622276,0.020581114,9.118644068,30.7776378,28.63414543,30.92811942,31.84998817,30.71532792,30.50655727,31.63584607,31.89547204,32.39677908,31.53534838,7.151956056,8.382528441,8.798235782,10.31127144,10.49757774,12.0935295,13.79993786,15.98675628,17.34464626,19.16553405,44.24545258,52.15618742,48.33126906,46.80187733,40.66866416,50.54829322,52.50992881,51.93618738,57.52919255,59.39929714
317,X2016.4,5,0,2016,33.33032454,15.08709561,0,6.946219751,42.26398266,15.08709561,12.74797473,14.67141546,14.09538877,14.32937548,12.65485645,15.99351121,17.40217925,16.22003242,18.7556911,0,0,0.459079903,0,0,0,0.133898305,0.014769976,0.111622276,0.020581114,33.33032454,30.7776378,28.63414543,30.92811942,31.84998817,30.71532792,30.50655727,31.63584607,31.89547204,32.39677908,6.946219751,7.151956056,8.382528441,8.798235782,10.31127144,10.49757774,12.0935295,13.79993786,15.98675628,17.34464626,42.26398266,44.24545258,52.15618742,48.33126906,46.80187733,40.66866416,50.54829322,52.50992881,51.93618738,57.52919255
318,X2016.5,6,0,2016,32.49389493,16.17621287,0,6.567683534,46.85916508,16.17621287,15.08709561,12.74797473,14.67141546,14.09538877,14.32937548,12.65485645,15.99351121,17.40217925,16.22003242,0,0,0,0.459079903,0,0,0,0.133898305,0.014769976,0.111622276,32.49389493,33.33032454,30.7776378,28.63414543,30.92811942,31.84998817,30.71532792,30.50655727,31.63584607,31.89547204,6.567683534,6.946219751,7.151956056,8.382528441,8.798235782,10.31127144,10.49757774,12.0935295,13.79993786,15.98675628,46.85916508,42.26398266,44.24545258,52.15618742,48.33126906,46.80187733,40.66866416,50.54829322,52.50992881,51.93618738
319,X2016.6,7,29,2016,33.14876409,17.40000208,0,5.932637701,42.86402066,17.40000208,16.17621287,15.08709561,12.74797473,14.67141546,14.09538877,14.32937548,12.65485645,15.99351121,17.40217925,0,0,0,0,0.459079903,0,0,0,0.133898305,0.014769976,33.14876409,32.49389493,33.33032454,30.7776378,28.63414543,30.92811942,31.84998817,30.71532792,30.50655727,31.63584607,5.932637701,6.567683534,6.946219751,7.151956056,8.382528441,8.798235782,10.31127144,10.49757774,12.0935295,13.79993786,42.86402066,46.85916508,42.26398266,44.24545258,52.15618742,48.33126906,46.80187733,40.66866416,50.54829322,52.50992881
320,X2016.7,8,0,2016,35.0575622,19.50705991,0,5.782874754,41.22187649,19.50705991,17.40000208,16.17621287,15.08709561,12.74797473,14.67141546,14.09538877,14.32937548,12.65485645,15.99351121,0,0,0,0,0,0.459079903,0,0,0,0.133898305,35.0575622,33.14876409,32.49389493,33.33032454,30.7776378,28.63414543,30.92811942,31.84998817,30.71532792,30.50655727,5.782874754,5.932637701,6.567683534,6.946219751,7.151956056,8.382528441,8.798235782,10.31127144,10.49757774,12.0935295,41.22187649,42.86402066,46.85916508,42.26398266,44.24545258,52.15618742,48.33126906,46.80187733,40.66866416,50.54829322
321,X2016.8,9,0,2016,35.00878901,19.98143154,9.514043584,8.779466293,52.93361217,19.98143154,19.50705991,17.40000208,16.17621287,15.08709561,12.74797473,14.67141546,14.09538877,14.32937548,12.65485645,9.514043584,0,0,0,0,0,0.459079903,0,0,0,35.00878901,35.0575622,33.14876409,32.49389493,33.33032454,30.7776378,28.63414543,30.92811942,31.84998817,30.71532792,8.779466293,5.782874754,5.932637701,6.567683534,6.946219751,7.151956056,8.382528441,8.798235782,10.31127144,10.49757774,52.93361217,41.22187649,42.86402066,46.85916508,42.26398266,44.24545258,52.15618742,48.33126906,46.80187733,40.66866416
322,X2016.9,10,0,2016,35.6445026,20.11104493,2.487409201,7.165536487,42.06847332,20.11104493,19.98143154,19.50705991,17.40000208,16.17621287,15.08709561,12.74797473,14.67141546,14.09538877,14.32937548,2.487409201,9.514043584,0,0,0,0,0,0.459079903,0,0,35.6445026,35.00878901,35.0575622,33.14876409,32.49389493,33.33032454,30.7776378,28.63414543,30.92811942,31.84998817,7.165536487,8.779466293,5.782874754,5.932637701,6.567683534,6.946219751,7.151956056,8.382528441,8.798235782,10.31127144,42.06847332,52.93361217,41.22187649,42.86402066,46.85916508,42.26398266,44.24545258,52.15618742,48.33126906,46.80187733
323,X2016.10,11,0,2016,35.90043203,19.99466528,1.300968523,4.654951489,42.45469111,19.99466528,20.11104493,19.98143154,19.50705991,17.40000208,16.17621287,15.08709561,12.74797473,14.67141546,14.09538877,1.300968523,2.487409201,9.514043584,0,0,0,0,0,0.459079903,0,35.90043203,35.6445026,35.00878901,35.0575622,33.14876409,32.49389493,33.33032454,30.7776378,28.63414543,30.92811942,4.654951489,7.165536487,8.779466293,5.782874754,5.932637701,6.567683534,6.946219751,7.151956056,8.382528441,8.798235782,42.45469111,42.06847332,52.93361217,41.22187649,42.86402066,46.85916508,42.26398266,44.24545258,52.15618742,48.33126906
324,X2016.11,12,0,2016,38.12360939,21.08646963,0.001452785,3.855774039,30.331069,21.08646963,19.99466528,20.11104493,19.98143154,19.50705991,17.40000208,16.17621287,15.08709561,12.74797473,14.67141546,0.001452785,1.300968523,2.487409201,9.514043584,0,0,0,0,0,0.459079903,38.12360939,35.90043203,35.6445026,35.00878901,35.0575622,33.14876409,32.49389493,33.33032454,30.7776378,28.63414543,3.855774039,4.654951489,7.165536487,8.779466293,5.782874754,5.932637701,6.567683534,6.946219751,7.151956056,8.382528441,30.331069,42.45469111,42.06847332,52.93361217,41.22187649,42.86402066,46.85916508,42.26398266,44.24545258,52.15618742
325,X2016.12,13,11,2016,38.67090413,22.27354739,1.244552058,3.973027045,36.34598353,22.27354739,21.08646963,19.99466528,20.11104493,19.98143154,19.50705991,17.40000208,16.17621287,15.08709561,12.74797473,1.244552058,0.001452785,1.300968523,2.487409201,9.514043584,0,0,0,0,0,38.67090413,38.12360939,35.90043203,35.6445026,35.00878901,35.0575622,33.14876409,32.49389493,33.33032454,30.7776378,3.973027045,3.855774039,4.654951489,7.165536487,8.779466293,5.782874754,5.932637701,6.567683534,6.946219751,7.151956056,36.34598353,30.331069,42.45469111,42.06847332,52.93361217,41.22187649,42.86402066,46.85916508,42.26398266,44.24545258
326,X2016.13,14,0,2016,39.04426365,23.62836176,1.572639225,4.887893473,40.34944708,23.62836176,22.27354739,21.08646963,19.99466528,20.11104493,19.98143154,19.50705991,17.40000208,16.17621287,15.08709561,1.572639225,1.244552058,0.001452785,1.300968523,2.487409201,9.514043584,0,0,0,0,39.04426365,38.67090413,38.12360939,35.90043203,35.6445026,35.00878901,35.0575622,33.14876409,32.49389493,33.33032454,4.887893473,3.973027045,3.855774039,4.654951489,7.165536487,8.779466293,5.782874754,5.932637701,6.567683534,6.946219751,40.34944708,36.34598353,30.331069,42.45469111,42.06847332,52.93361217,41.22187649,42.86402066,46.85916508,42.26398266
327,X2016.14,15,0,2016,39.61697472,23.96961325,0.121307506,3.426570858,34.04066801,23.96961325,23.62836176,22.27354739,21.08646963,19.99466528,20.11104493,19.98143154,19.50705991,17.40000208,16.17621287,0.121307506,1.572639225,1.244552058,0.001452785,1.300968523,2.487409201,9.514043584,0,0,0,39.61697472,39.04426365,38.67090413,38.12360939,35.90043203,35.6445026,35.00878901,35.0575622,33.14876409,32.49389493,3.426570858,4.887893473,3.973027045,3.855774039,4.654951489,7.165536487,8.779466293,5.782874754,5.932637701,6.567683534,34.04066801,40.34944708,36.34598353,30.331069,42.45469111,42.06847332,52.93361217,41.22187649,42.86402066,46.85916508
328,X2016.15,16,0,2016,40.67814052,25.46513218,0.12251816,3.283354891,35.1276529,25.46513218,23.96961325,23.62836176,22.27354739,21.08646963,19.99466528,20.11104493,19.98143154,19.50705991,17.40000208,0.12251816,0.121307506,1.572639225,1.244552058,0.001452785,1.300968523,2.487409201,9.514043584,0,0,40.67814052,39.61697472,39.04426365,38.67090413,38.12360939,35.90043203,35.6445026,35.00878901,35.0575622,33.14876409,3.283354891,3.426570858,4.887893473,3.973027045,3.855774039,4.654951489,7.165536487,8.779466293,5.782874754,5.932637701,35.1276529,34.04066801,40.34944708,36.34598353,30.331069,42.45469111,42.06847332,52.93361217,41.22187649,42.86402066
329,X2016.16,17,13,2016,39.91368824,24.51378931,1.234624697,3.672745353,35.2607741,24.51378931,25.46513218,23.96961325,23.62836176,22.27354739,21.08646963,19.99466528,20.11104493,19.98143154,19.50705991,1.234624697,0.12251816,0.121307506,1.572639225,1.244552058,0.001452785,1.300968523,2.487409201,9.514043584,0,39.91368824,40.67814052,39.61697472,39.04426365,38.67090413,38.12360939,35.90043203,35.6445026,35.00878901,35.0575622,3.672745353,3.283354891,3.426570858,4.887893473,3.973027045,3.855774039,4.654951489,7.165536487,8.779466293,5.782874754,35.2607741,35.1276529,34.04066801,40.34944708,36.34598353,30.331069,42.45469111,42.06847332,52.93361217,41.22187649
330,X2016.17,18,20,2016,40.38615866,25.28789895,0.836803874,4.200084884,39.91383866,25.28789895,24.51378931,25.46513218,23.96961325,23.62836176,22.27354739,21.08646963,19.99466528,20.11104493,19.98143154,0.836803874,1.234624697,0.12251816,0.121307506,1.572639225,1.244552058,0.001452785,1.300968523,2.487409201,9.514043584,40.38615866,39.91368824,40.67814052,39.61697472,39.04426365,38.67090413,38.12360939,35.90043203,35.6445026,35.00878901,4.200084884,3.672745353,3.283354891,3.426570858,4.887893473,3.973027045,3.855774039,4.654951489,7.165536487,8.779466293,39.91383866,35.2607741,35.1276529,34.04066801,40.34944708,36.34598353,30.331069,42.45469111,42.06847332,52.93361217
331,X2016.18,19,82,2016,38.83169222,24.17284376,6.510169492,6.61808506,47.37766937,24.17284376,25.28789895,24.51378931,25.46513218,23.96961325,23.62836176,22.27354739,21.08646963,19.99466528,20.11104493,6.510169492,0.836803874,1.234624697,0.12251816,0.121307506,1.572639225,1.244552058,0.001452785,1.300968523,2.487409201,38.83169222,40.38615866,39.91368824,40.67814052,39.61697472,39.04426365,38.67090413,38.12360939,35.90043203,35.6445026,6.61808506,4.200084884,3.672745353,3.283354891,3.426570858,4.887893473,3.973027045,3.855774039,4.654951489,7.165536487,47.37766937,39.91383866,35.2607741,35.1276529,34.04066801,40.34944708,36.34598353,30.331069,42.45469111,42.06847332
332,X2016.19,20,4,2016,41.01857615,27.04521304,1.056416465,5.529184716,40.76272348,27.04521304,24.17284376,25.28789895,24.51378931,25.46513218,23.96961325,23.62836176,22.27354739,21.08646963,19.99466528,1.056416465,6.510169492,0.836803874,1.234624697,0.12251816,0.121307506,1.572639225,1.244552058,0.001452785,1.300968523,41.01857615,38.83169222,40.38615866,39.91368824,40.67814052,39.61697472,39.04426365,38.67090413,38.12360939,35.90043203,5.529184716,6.61808506,4.200084884,3.672745353,3.283354891,3.426570858,4.887893473,3.973027045,3.855774039,4.654951489,40.76272348,47.37766937,39.91383866,35.2607741,35.1276529,34.04066801,40.34944708,36.34598353,30.331069,42.45469111
333,X2016.20,21,0,2016,39.73482806,26.69149503,0.453995157,6.290503256,45.78943649,26.69149503,27.04521304,24.17284376,25.28789895,24.51378931,25.46513218,23.96961325,23.62836176,22.27354739,21.08646963,0.453995157,1.056416465,6.510169492,0.836803874,1.234624697,0.12251816,0.121307506,1.572639225,1.244552058,0.001452785,39.73482806,41.01857615,38.83169222,40.38615866,39.91368824,40.67814052,39.61697472,39.04426365,38.67090413,38.12360939,6.290503256,5.529184716,6.61808506,4.200084884,3.672745353,3.283354891,3.426570858,4.887893473,3.973027045,3.855774039,45.78943649,40.76272348,47.37766937,39.91383866,35.2607741,35.1276529,34.04066801,40.34944708,36.34598353,30.331069
334,X2016.21,22,0,2016,39.27419695,26.72037106,1.469491525,8.286863952,47.36565398,26.72037106,26.69149503,27.04521304,24.17284376,25.28789895,24.51378931,25.46513218,23.96961325,23.62836176,22.27354739,1.469491525,0.453995157,1.056416465,6.510169492,0.836803874,1.234624697,0.12251816,0.121307506,1.572639225,1.244552058,39.27419695,39.73482806,41.01857615,38.83169222,40.38615866,39.91368824,40.67814052,39.61697472,39.04426365,38.67090413,8.286863952,6.290503256,5.529184716,6.61808506,4.200084884,3.672745353,3.283354891,3.426570858,4.887893473,3.973027045,47.36565398,45.78943649,40.76272348,47.37766937,39.91383866,35.2607741,35.1276529,34.04066801,40.34944708,36.34598353
335,X2016.22,23,71,2016,37.54915171,25.28254983,26.43559322,19.19932672,54.57279853,25.28254983,26.72037106,26.69149503,27.04521304,24.17284376,25.28789895,24.51378931,25.46513218,23.96961325,23.62836176,26.43559322,1.469491525,0.453995157,1.056416465,6.510169492,0.836803874,1.234624697,0.12251816,0.121307506,1.572639225,37.54915171,39.27419695,39.73482806,41.01857615,38.83169222,40.38615866,39.91368824,40.67814052,39.61697472,39.04426365,19.19932672,8.286863952,6.290503256,5.529184716,6.61808506,4.200084884,3.672745353,3.283354891,3.426570858,4.887893473,54.57279853,47.36565398,45.78943649,40.76272348,47.37766937,39.91383866,35.2607741,35.1276529,34.04066801,40.34944708
336,X2016.23,24,32,2016,36.16111672,25.72982678,14.58547215,17.1559607,56.29811541,25.72982678,25.28254983,26.72037106,26.69149503,27.04521304,24.17284376,25.28789895,24.51378931,25.46513218,23.96961325,14.58547215,26.43559322,1.469491525,0.453995157,1.056416465,6.510169492,0.836803874,1.234624697,0.12251816,0.121307506,36.16111672,37.54915171,39.27419695,39.73482806,41.01857615,38.83169222,40.38615866,39.91368824,40.67814052,39.61697472,17.1559607,19.19932672,8.286863952,6.290503256,5.529184716,6.61808506,4.200084884,3.672745353,3.283354891,3.426570858,56.29811541,54.57279853,47.36565398,45.78943649,40.76272348,47.37766937,39.91383866,35.2607741,35.1276529,34.04066801
337,X2016.24,25,0,2016,33.53285005,24.08663613,42.82736077,24.74335094,72.69487963,24.08663613,25.72982678,25.28254983,26.72037106,26.69149503,27.04521304,24.17284376,25.28789895,24.51378931,25.46513218,42.82736077,14.58547215,26.43559322,1.469491525,0.453995157,1.056416465,6.510169492,0.836803874,1.234624697,0.12251816,33.53285005,36.16111672,37.54915171,39.27419695,39.73482806,41.01857615,38.83169222,40.38615866,39.91368824,40.67814052,24.74335094,17.1559607,19.19932672,8.286863952,6.290503256,5.529184716,6.61808506,4.200084884,3.672745353,3.283354891,72.69487963,56.29811541,54.57279853,47.36565398,45.78943649,40.76272348,47.37766937,39.91383866,35.2607741,35.1276529
338,X2016.25,26,0,2016,31.11102166,23.11405825,88.65569007,31.00842275,80.73446021,23.11405825,24.08663613,25.72982678,25.28254983,26.72037106,26.69149503,27.04521304,24.17284376,25.28789895,24.51378931,88.65569007,42.82736077,14.58547215,26.43559322,1.469491525,0.453995157,1.056416465,6.510169492,0.836803874,1.234624697,31.11102166,33.53285005,36.16111672,37.54915171,39.27419695,39.73482806,41.01857615,38.83169222,40.38615866,39.91368824,31.00842275,24.74335094,17.1559607,19.19932672,8.286863952,6.290503256,5.529184716,6.61808506,4.200084884,3.672745353,80.73446021,72.69487963,56.29811541,54.57279853,47.36565398,45.78943649,40.76272348,47.37766937,39.91383866,35.2607741
